Symbol Name,Character,UEB,UEB MathML example,BAUK,BAUK MathML example,Marburg,Marburg Mathml example,Unified Spanish ,Unified Spanish mathml example,Woluwe,Woluwe mathml example,Antoine,Antoine mathml example,Italian,Italian mathml example,Swedish,Sweden mathml example,Finnish,Mathml  example,Russian,Mathml example,Unified Arabic,Unified Arabic ASCII
bar under inclusion sign (is a subset of),⊆,⠸⠘⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""normal"">&emptyv;</mo><mo mathvariant=""normal"">&SubsetEqual;</mo><mi mathvariant=""italic"">A</mi></math>",⠳⠪⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊆</mo><mi mathvariant=""italic"">B</mi></math>",⠣⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊆</mo><mi mathvariant=""italic"">B</mi></math>",⠣⠆,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊆</mo><mi mathvariant=""italic"">B</mi></math>",,,⠸⠨⠡,,⠸⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊆</mo><mi mathvariant=""italic"">B</mi></math>",⠻⠠⠪⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊆</mo><mi mathvariant=""italic"">B</mi></math>",⠳⠶⠪,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊆</mo><mi mathvariant=""italic"">B</mi></math>",,,⠸⠘⠣,_^<
bar under intersection sign,,,,,,,,,,,,,,,,,,,,,,,
bar under less than sign (is less than or equal to),,⠸⠈⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&leq;</mo><mi mathvariant=""italic"">y</mi></math>",⠪⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">x</mi><mo mathvariant=""normal"">&leq;</mo><mi mathvariant=""normal"">y</mi></math>",⠪⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&leq;</mo><mi mathvariant=""italic"">y</mi></math>",⠪⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn mathvariant=""normal"">0</mn><mo mathvariant=""normal"">≤</mo><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">≤</mo><mn mathvariant=""normal"">1</mn></math>",⠐⠪⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&leq;</mo><mi mathvariant=""italic"">y</mi></math>",⠘⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&leq;</mo><mi mathvariant=""italic"">y</mi></math>",⠣⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&leq;</mo><mi mathvariant=""italic"">y</mi></math>",⠼⠪⠶,<mo>&lt;</mo><mi>b</mi><mo>&#x2264;</mo><mn>5</mn></math>,⠣⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&leq;</mo><mi mathvariant=""italic"">y</mi></math>",⠪⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">&leq;</mo><mi mathvariant=""italic"">y</mi></math>",⠸⠘⠢,_^5
bar under logical product,,,,,,,,,,,,,,,,,,,,,,,
bar under logical sum (exclusive or),⊻,⠈⠖⠠⠱,p⊻q,,,,,,,,,,,,,⠘⠦⠭⠕⠗⠘⠴,,,,,,,
bar under reverse inclusion sign,⊇,⠸⠘⠜ ,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">&SupersetEqual;</mo><mi mathvariant=""italic"">C</mi></math>",⠳⠕⠶,,⠜⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">&SupersetEqual;</mo><mi mathvariant=""italic"">B</mi></math>",⠰⠜,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊇</mo><mi mathvariant=""italic"">B</mi></math>",,,,,⠸⠜,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊇</mo><mi mathvariant=""italic"">B</mi></math>",⠻⠠⠕⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊇</mo><mi mathvariant=""italic"">B</mi></math>",,,,,⠸⠘⠜,_^>
bar under simple tilde (asymptotically equal to),,⠸⠔,,⠨⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">X</mi><mo mathvariant=""normal"">&sime;</mo><mi mathvariant=""normal"">Y</mi></math>",,,⠐⠢⠆,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">x</mi><mo mathvariant=""normal"">&sime;</mo><mi mathvariant=""normal"">y</mi></math>",,,⠐⠶,,⠐⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mi mathvariant=""normal""> </mi><mo mathvariant=""normal"">≃</mo><mi mathvariant=""normal""> </mi><mi mathvariant=""italic"">y</mi></math>",⠘⠒⠤,,,,,,⠸⠶⠔,_79
bar under union sign,,,,,,,,,,,,,,,,,,,,,,,
barbed left full arrowhead,,⠺,,,,,,,,,,,,,,,,,,,,,
barbed left lower arrowhead,,⠠⠺,,,,,,,,,,,,,,,,,,,,,
barbed left upper arrowhead,,⠈⠺,,,,,,,,,,,,,,,,,,,,,
barbed right full arrowhead,,⠗,,,,,,,,,,,,,,,,,,,,,
barbed right lower arrowhead,,⠠⠗,,,,,,,,,,,,,,,,,,,,,
barbed right upper arrowhead,,⠈⠗,,,,,,,,,,,,,,,,,,,,,
barred left brace,,,,,,,,,,,,,,,,,,,,,,,
barred right brace,,,,,,,,,,,,,,,,,,,,,,,
baseline indicator,,,,,,,,,,,,,,,,,,,,,,,
black circle (filled),,⠸⠫⠿,,,,,,,,,,,,,,,,,,,,,
black diamond (filled),,,,,,,,,,,,,,,,,,,,,,⠻⠙⠉,}dc
black hexagon (filled),,⠸⠫⠼⠋,,,,,,,,,,,,,,,,,,,,,
black lower left triangle,,,,,,,,,,,,,,,,,,,,,,⠻⠤,}-
black lower right triangle,,,,,,,,,,,,,,,,,,,,,,⠻⠤,}-
black octagon,,⠸⠫⠼⠓,,,,,,,,,,,,,,,,,,,,,
black parallelogram (filled),,⠸⠫⠈⠼⠙,,,,,,,,,,,,,,,,,,,,⠻⠸⠛,}_g
black pentagon (filled),,⠸⠫⠼⠑,,,,,,,,,,,,,,,,,,,,⠻⠑,}e
black right-pointing pentagon,,,,,,,,,,,,,,,,,,,,,,⠻⠢,}5
black up-pointing triangle,▲,⠸⠫⠼⠉,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""normal"">▲</mo><mi mathvariant=""italic"">DEF</mi></math>",,,,,,,,,,,,,,,,,,,⠻⠉⠂,}c1
blunted left full arrowhead,,,,,,,,,,,,,,,,,,,,,,,
blunted left lower arrowhead,,,,,,,,,,,,,,,,,,,,,,,
blunted left upper arrowhead,,,,,,,,,,,,,,,,,,,,,,,
blunted right full arrowhead,,,,,,,,,,,,,,,,,,,,,,,
blunted right lower arrowhead,,,,,,,,,,,,,,,,,,,,,,,
blunted right upper arrowhead,,,,,,,,,,,,,,,,,,,,,,,
boldface arrow pointing down followed by arrow pointing up,,,,,,,,,,,,,,,,,,,,,,,
boldface arrow pointing down followed by boldface arrow pointing up,,,,,,,,,,,,,,,,,,,,,,,
boldface arrow pointing left over arrow pointing right,,,,,,,,,,,,,,,,,,,,,,,
boldface arrow pointing left over boldface arrow pointing right,,,,,,,,,,,,,,,,,,,,,,,
boldface arrow pointing right over arrow pointing left,,,,,,,,,,,,,,,,,,,,,,,
boldface arrow pointing right over boldface arrow pointing left,,,,,,,,,,,,,,,,,,,,,,,
boldface arrow pointing up followed by arrow pointing down,,⠘⠳⠬⠳⠩,,,,,,,,,,,,,,,,,,,,,
boldface arrow pointing up followed by boldface arrow pointing down,,,,,,,,,,,,,,,,,,,,,,,
boldface arrow type indicator,,⠘⠳,,,,,,,,,,,,,,,,,,,,,
boldface double vertical bar,,,,,,,,,,,,,,,,,,,,,,,
boldface equals sign,,,,,,,,,,,,,,,,,,,,,,,
boldface left square bracket,,,,,,,,,,,,,,,,,,,,,,,
boldface minus,,,,,,,,,,,,,,,,,,,,,,,
boldface minus followed by boldface plus,,,,,,,,,,,,,,,,,,,,,,,
boldface minus followed by regular plus,,,,,,,,,,,,,,,,,,,,,,,
boldface plus,,,,,,,,,,,,,,,,,,,,,,,
boldface plus followed by boldface minus,,,,,,,,,,,,,,,,,,,,,,,
boldface plus followed by regular minus,,,,,,,,,,,,,,,,,,,,,,,
boldface right square bracket,,,,,,,,,,,,,,,,,,,,,,,
boldface single vertical bar,,,,,,,,,,,,,,,,,,,,,,,
boldface-type indicator,,⠘⠆,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""bold"">a</mi></math>",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
box drawings double vertical,,,,,,,,,,,,,,,,,,,,,,⠠⠸,",_"
box drawings light diagonal upper right to lower left,,,,,,,,,,,,,,,,,,,,,,⠬,
box drawings light quadruple dash vertical,,,,,,,,,,,,,,,,,,,,,,⠘,^
broken bar,,⠨⠳,,,,,,,,,,,,,,,,,,,,⠸⠳,_|
capital boldface English-letter indicator,,,,⠘,,,,,,,,,,,,,,,,,,,
capital boldface German-letter indicator,,,,,,,,,,,,,,,,,,,,,,,
capital boldface Greek-letter indicator,,,,⠘⠸,,,,,,,,,,,,,,,,,,,
capital boldface Russian-letter indicator,,,,,,,,,,,,,,,,,,,,,,,
capital english c (complement),∁,,,,,,,⠰⠉,,,,⠨⠩,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mo>&#x2201;</mo><mi>E</mi></msub><mi>F</mi></math>",,,⠻⠠⠅,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>C</mi><mi>A</mi><mo>=</mo><mi>G</mi><mo>\</mo><mi>A</mi></math>",,,,,⠬⠤, +-
capital English-letter indicator,,⠠,,⠠,,,,,,,,,,,,,,,,,,,
capital German-letter indicator,,,,,,,,,,,,,,,,,,,,,,,
capital Greek-letter indicator,,⠠⠨,,⠸,,⠰⠘,,⠘,,⠸,,⠨⠘,,⠰,,⠰⠠,,⠸,,⠸,Α,,
capital italic English-letter indicator,,,,,,,,,,,,,,,,,,,,,,,
capital italic German-letter indicator,,,,,,,,,,,,,,,,,,,,,,,
capital italic Greek-letter indicator,,,,,,,,,,,,,,,,,,,,,,,
capital italic Russian-letter indicator,,,,,,,,,,,,,,,,,,,,,,,
capital Russian-letter indicator,,,,,,,,,,,,,,,,,,,,⠘,,,
capital sanserif English-letter indicator,,,,,,,,,,,,,,,,,,,,,,,
GREEKSans serif,,,,,,,,,,,,,,,,,,,,,,,
capital script English-letter indicator,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
capital script German-letter indicator,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
capital script Greek-letter indicator,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
capital script Russian-letter indicator,,,,,,,,,,,,,,,,,,,,,,,
caret (circumflex),,⠐⠱,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover accent=""true""><mrow><mi mathvariant=""italic"">p</mi></mrow><mo mathvariant=""normal"">&circ;</mo></mover></math>",⠈⠱,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover accent=""true""><mrow><mover accent=""true""><mrow><mi mathvariant=""italic"">x</mi></mrow><mo mathvariant=""normal"">&circ;</mo></mover></mrow><mo mathvariant=""normal"">&circ;</mo></mover></math>",⠬,,⠘⠒,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mi>z</mi><mo>^</mo></mover></math>",,,⠘⠒,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mrow><mi>A</mi><mi>O</mi><mi>B</mi></mrow><mo>^</mo></mover><mspace linebreak=""newline""/></math>",⠱,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mrow><mi>a</mi><mi>b</mi></mrow><mo>^</mo></mover></math>",,,,,⠲,,,
caret over equals sign,,,,,,⠬⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo mathvariant=""normal"">≙</mo><mi>y</mi></math>",⠾⠆,,,,⠒⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo mathvariant=""normal"">≙</mo><mi>y</mi></math>",,,,,⠒⠒,"<math xmlns=""http://www.w3.org/1998/Math/MathML""></mi>x</mi><mo mathvariant=""normal"">≙</mo></mi>y</mi></math>",,,,
caret over horizontal bar,,,,,,,,,,,,,,,,,,,,,,,
"caret under equals sign (is projective to, projective correspondence)",,,,,,⠶⠬,,⠸⠻,,,,,,,,,,,,,,,
"caret under horizontal bar (is perspective to, perspective correspondence)",,,,⠘⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mi mathvariant=""bold"">⌅</mi><mi mathvariant=""italic"">Y</mi></math>",⠒⠬,,⠸⠫,,,,,,,,,,,,,,,
cedilla,,,,,,,,,,,,,,,,,,,,,,,
cent,¢,⠈⠉,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>25</mn><mo>¢</mo></math>",⠈⠉,,⠸⠈⠉,,,,,,⠉,,,,⠘⠉,,⠈⠉,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1</mn><mo>¢</mo></math>",,,⠈⠉, @c
check mark,,,,,,,,,,,,,,,,,,,,,,,
circle,○,⠫⠿,,⠫⠒,,⠻⠴,,⠪⠕,,,,,,,,⠻⠉,,,,,,⠻⠹,}?
circle with interior arrow pointing down,,,,,,,,,,,,,,,,,,,,,,,
circle with interior arrow pointing down followed by interior arrow pointing up,,,,,,,,,,,,,,,,,,,,,,,
circle with interior arrow pointing left,,,,,,,,,,,,,,,,,,,,,,,
circle with interior arrow pointing left over interior arrow pointing right,,,,,,,,,,,,,,,,,,,,,,,
circle with interior arrow pointing right,,,,,,,,,,,,,,,,,,,,,,,
circle with interior arrow pointing right over interior arrow pointing left,,,,,,,,,,,,,,,,,,,,,,,
circle with interior arrow pointing up,,,,,,,,,,,,,,,,,,,,,,,
circle with interior arrow pointing up followed by interior arrow pointing down,,,,,,,,,,,,,,,,,,,,,,,
circle with interior cross (tensor product),,⠰⠫⠿⠪⠐⠦,,⠣⠰⠦⠜,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""italic"">x</mo><mo mathvariant=""normal"">⊗</mo><mo mathvariant=""italic"">y</mo></math>",,,⠪⠦,,,,⠨⠔,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""italic"">x</mo><mo mathvariant=""normal"">⊗</mo><mo mathvariant=""italic"">y</mo></math>",⠓⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>a</mi><mi>i</mi></msub><mo>&#x2297;</mo><msub><mi>b</mi><mi>i</mi></msub></math>",⠻⠭⠉,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo mathvariant=""italic"">x</mo><mo mathvariant=""normal"">⊗</mo><mo mathvariant=""italic"">y</mo></math>",,,,,,
circle with interior dot,,,,,,,,,,,,,,,,⠻⠄⠉,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">⊙</mo><mi mathvariant=""italic"">y</mi></math>",,,,,,
circle with interior minus sign (symmetric difference),,⠰⠫⠿⠪⠐⠤,,⠣⠰⠤⠜,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">A</mi><mo mathvariant=""normal"">⊖</mo><mi mathvariant=""italic"">B</mi></math>",,,,,,,,,,,⠻⠤⠉,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">⊖</mo><mi mathvariant=""italic"">y</mi></math>",,,,,,
"circle with interior plus sign (exclusive or, direct sum, diletion)",,⠰⠫⠿⠪⠐⠖,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">p</mi><mo mathvariant=""normal"">&oplus;</mo><mi mathvariant=""normal"">q</mi></math>",⠣⠰⠖⠜,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">⊕</mo><mi mathvariant=""italic"">y</mi></math>",,,⠪⠖,,,,⠨⠖,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">⊕</mo><mi mathvariant=""italic"">y</mi></math>",⠸⠴,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">p</mi><mo mathvariant=""normal"">&oplus;</mo><mi mathvariant=""normal"">q</mi></math>",⠻⠲⠉,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo mathvariant=""normal"">⊕</mo><mi mathvariant=""italic"">y</mi></math>",,,,,,
,,,,,,,,,,,,,,⠋⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>a</mi><mi>i</mi></msub><mo>&#x2295;</mo><msub><mi>b</mi><mi>i</mi></msub></math>",,,,,,,,
circled asterisk operator,,,,,,,,,,,,,,,,,,,,,,,
circled division slash,,,,,,,,,,,,,,,,,,,,,,,
circled equals,,,,,,,,,,,,,,,,,,,,,,,
clockwise contour integral,,,,,,,,,,,,,,,,,,,,,,⠐⠮⠈⠫⠪⠢⠔⠻,"""!@${59}"
clockwise open circle arrow,,,,,,⠻⠒⠂,,,,,,,,,,,,,,,,⠻⠪⠢⠔,}{59
clockwise top semicircle arrow,,⠰⠳⠑⠑⠕,,,,,,,,,,,,,,⠘⠦⠁⠧⠃⠘⠴,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">x</mi><mo>↷</mo><m

i mathvariant=""italic"">y</mi></math>",,,,,,
"closing boldface type indicator for words phrases, and mathematical statements",,⠘⠄,,,,,,,,,,,,,,,,,,,,,
closing cancellation indicator,,,,,,,,,,,,,,,,,,,,,,,
closing complex-fractional indicator,,,,,,,,,,,,,,,,,,,,,,,
closing fractional-part-of-mixed-number indicator,,,,,,,,,,,,,,,,,,,,,,,
closing hypercomplex-fraction indicator,,,,,,,,,,,,,,,,,,,,,,,
"closing italic-type indicator for words, phrases, and mathematical statements",,⠨⠄,,,,,,,,,,,,,,,,,,,,,
closing simple-fraction indicator,,⠾,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi mathvariant=""italic"">&alpha;</mi></mrow><mrow><mn mathvariant=""normal"">4</mn></mrow></mfrac></math>",,,⠰,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi mathvariant=""italic"">u</mi><mo mathvariant=""normal"">-</mo><mfrac><mrow><mn mathvariant=""normal"">1</mn></mrow><mrow><mi mathvariant=""italic"">u</mi></mrow></mfrac></mrow><mrow><mi mathvariant=""italic"">u</mi><mo mathvariant=""normal"">-</mo><mfrac><mrow><mi mathvariant=""italic"">u</mi></mrow><mrow><mi mathvariant=""italic"">u</mi><mi mathvariant=""normal"">+</mi><mfrac><mrow><mn mathvariant=""normal"">1</mn></mrow><mrow><mi mathvariant=""italic"">u</mi></mrow></mfrac></mrow></mfrac></mrow></mfrac></math>",,,⠱,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi mathvariant=""normal"">(</mi><mi mathvariant=""italic"">p</mi><mi mathvariant=""normal"">+</mi><mi mathvariant=""italic"">q</mi><mi mathvariant=""normal"">)</mi></mrow><mrow><mi mathvariant=""italic"">n</mi></mrow></mfrac></math>",,,,,,,,,⠰,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mo>-</mo><mn>6</mn></mrow><mrow><mn>4</mn><mo>+</mo><mn>5</mn></mrow></mfrac></math>",,
cologarithm,,,,⠫⠘⠇,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">colog</mi><mi mathvariant=""italic"">x</mi></math>",,,⠉⠕⠇⠕⠛⠄,,,,,,,,,,,,,,,
colon,,⠒,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn mathvariant=""normal"">7</mn><mo mathvariant=""normal"">:</mo><mn mathvariant=""normal"">3</mn><mn mathvariant=""normal"">0</mn></math>",⠠⠒,,⠒,,,,,,,,,,,,⠒,,⠒,,,
colon followed by equals sign (is defined to be equal to),,,,⠒⠰⠶ ,,⠒⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>&#x2254;</mo><mi>y</mi></math>",⠰⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>A</mi><mo>&#x2254;</mo><mi>B</mi></math>",,,,,⠒⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi><mo>&#x2254;</mo><mi>y</mi></math>",⠒⠶,,,,,,,
combining right arrow above,,⠘⠱,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover accent=""true""><mrow><mi mathvariant=""normal"">M</mi><mi mathvariant=""normal"">N</mi></mrow><mo mathvariant=""normal"">⃗</mo></mover></math>",⠬⠈⠒⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><msub><mi>a</mi><mn>3</mn></msub><mo>&#x2192;</mo></mover></math>",⠒⠂,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mrow><msub><mi>P</mi><mn>0</mn></msub><mi>P</mi></mrow><mo>&#x2192;</mo></mover></math>",⠒⠂,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mi>z</mi><mo>&#x2192;</mo></mover></math>",⠸⠒⠂,,⠨⠒,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mi>v</mi><mo>&#x2192;</mo></mover><mspace linebreak=""newline""/></math>",⠴,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mrow><mi>O</mi><mi>P</mi></mrow><mo>&#x2192;</mo></mover></math>",⠬⠬⠒⠕,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mrow><mi>A</mi><mi>B</mi></mrow><mo>&#x2192;</mo></mover></math>",,,⠒⠂,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo>|</mo><mover><mi>a</mi><mo>&#x2192;</mo></mover><mo>|</mo></math>",,
,,,,,,,,,,,,,,,,,,,,⠘⠒⠂,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mover><mi>AB</mi><mo>&#x2192;</mo></mover></math>",,
complementary angles,,,,,,,,,,,,,,,,,,,,,,,
contains as normal subgroup,,⠈⠸⠜,,⠳⠥,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">G</mi><mo mathvariant=""normal"">⊳</mo><mi mathvariant=""italic"">H</mi></math>",,,,,,,,,,,,,,,,,⠈⠸⠜, @_>
contains as normal subgroup of or equal to,,⠸⠸⠜,,⠳⠥⠶,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""italic"">G</mi><mo mathvariant=""normal"">⊵</mo><mi mathvariant=""italic"">H</mi></math>",,,,,,,,,,,,,,,,,⠸⠸⠜,__>
contraction for comma and optional space at superscript or subscript level,,,,,,,,,,,,,,,,,,,,,,,
copyright,,,,,,,,,,,,,,,,,,,,,,⠈⠘⠉, @^c
corresponding angles,,,,,,,,,,,,,,,,,,,,,,,
cosecant,,,,⠫⠣,,⠫⠣,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">csc</mi><mi mathvariant=""italic"">x</mi></math>",⠉⠕⠎⠑⠉⠄,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">csc</mi><mi mathvariant=""italic"">x</mi></math>",,,,,,,,,⠉⠕⠎⠑⠉,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">cosec</mi><mi mathvariant=""italic"">x</mi></math>",,,,
,,,,,,,,⠉⠎⠉⠄,,,,,,,,,,,,,,,
cosine,,⠉⠕⠎,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi class=""unknown_entity"" mathvariant=""normal"">cos</mi><mi mathvariant=""normal"">x</mi></math>",⠫⠉,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi class=""unknown_entity"" mathvariant=""normal"">cos</mi><mi mathvariant=""italic"">x</mi></math>",⠫⠉,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi class=""unknown_entity"" mathvariant=""normal"">cos</mi><mi mathvariant=""italic"">x</mi></math>",⠉⠕⠎⠄,,⠉⠕⠎,,⠨⠬,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>cos</mi><mo>(</mo><mi>a</mi><mo>+</mo><mi>b</mi><mo>)</mo></math>",,,⠉⠕⠎,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi class=""unknown_entity"" mathvariant=""normal"">cos</mi><mi mathvariant=""italic"">x</mi></math>",⠉⠕⠎,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi class=""unknown_entity"" mathvariant=""normal"">cos</mi><mi mathvariant=""italic"">x</mi></math>",⠫⠉,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi class=""unknown_entity"" mathvariant=""normal"">cos</mi><mi mathvariant=""italic"">x</mi></math>",,
,,,,,,,,,,,,⠉⠕⠎,,,,,,,,,,,
cotangent,,,,⠫⠳,,⠫⠳,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi class=""unknown_entity"" mathvariant=""normal"">cot</mi><mi mathvariant=""italic"">x</mi></math>",⠉⠕⠞⠛⠄,,,,⠨⠮,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>cot</mi><mo>(</mo><mi>a</mi><mo>+</mo><mi>b</mi><mo>)</mo></math>",,,,,⠉⠕⠞,,⠫⠉⠞,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>cot</mi><mi>x</mi></math>",,
,,,,,,,,,,,,⠉⠕⠞⠁⠝,,,,,,,,,,,
coversine,,,,,,,,,,,,,,,,,,,,,,,
crossed d,,,,,,,,,,,,,,,,,,,,,,,
crossed h,,,,,,⠈⠓,,,,,,,,⠈⠓,"<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>3</mn><mi>&#x210F;</mi></math>",,,,,,,,
crossed lambda,,,,,,,,,,,,,,,,,,,,,,,
crossed R,,,,,,,,,,,,,,,,,,,,,,,
